,P_Downtrend,P_Sideways,P_Uptrend
2017-03-12,0.05464635099003659,0.001619508401314074,0.9437341406086495
2017-03-13,0.025965342714458974,0.0018463013226806073,0.9721883559628605
2017-03-14,0.018800238354053964,0.002345170400537182,0.9788545912454089
2017-03-15,0.01128912787809729,0.0028484534407152476,0.9858624186811875
2017-03-16,0.1769552742903782,0.0035521325383396593,0.8194925931712821
2017-03-17,0.9268515407868886,0.0002686370916551756,0.07287982212145637
2017-03-18,0.9931453348464172,2.9828142121286046e-05,0.006824837011461319
2017-03-19,0.9616372107857172,0.00011574863019476497,0.03824704058408807
2017-03-20,0.9182503490001253,0.00021264596798146267,0.08153700503189312
2017-03-21,0.5294161655424611,0.0013393896474142306,0.4692444448101246
2017-03-22,0.8545595484816959,0.0004809904735696543,0.14495946104473456
2017-03-23,0.8582515870603182,0.00035680297065137837,0.14139160996903036
2017-03-24,0.9880562622979744,3.767217171950165e-05,0.011906065530306074
2017-03-25,0.9626193712991388,8.870239123238856e-05,0.03729192630962879
2017-03-26,0.9682289876858229,9.628215789309752e-05,0.03167473015628393
2017-03-27,0.7013250087451434,0.00048196668663519484,0.2981930245682215
2017-03-28,0.5968351644616493,0.0006733996334050712,0.4024914359049458
